,POP100,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,Series Complete,Vax_Rate
1668,26406,26406,24169,22394,684,104,561,8,418,2237,2100,329,522,232,9,926,17,13,3,27,0,0,11,1,10,0,121,43,15,4,16,7,5,8,5,8,1,0,4,1,0,3,0,1,0,0,0,12,5,1,1,0,2,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,26406,1251,25155,23411,22021,608,74,554,7,147,1744,1649,318,496,225,9,557,15,9,3,9,0,0,3,1,4,0,82,39,15,4,0,6,5,1,5,2,1,0,4,0,0,0,0,0,0,0,0,9,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,70657,100
1669,11565,11565,10688,8602,416,47,1429,7,187,877,807,145,132,185,5,301,13,4,0,10,0,0,5,4,3,0,65,23,11,0,12,6,0,6,1,5,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11565,536,11029,10379,8466,397,36,1427,4,49,650,607,132,127,180,5,134,11,4,0,7,0,0,1,4,2,0,42,18,11,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70657,100
1670,67769,67769,62184,47661,3497,202,8542,32,2250,5585,5180,939,687,1194,29,2006,68,33,4,159,1,0,20,10,29,1,337,106,18,4,64,12,1,51,19,31,8,1,5,1,0,11,2,0,0,0,3,57,6,2,30,2,6,0,0,2,0,5,0,3,1,0,0,10,1,6,0,0,3,0,1,1,67769,5290,62479,58613,46250,3269,138,8506,24,426,3866,3662,877,656,1163,23,758,64,32,4,47,1,0,10,10,16,1,180,88,18,4,19,12,1,0,19,4,3,1,4,0,0,5,2,0,0,0,0,13,4,0,0,2,0,0,0,2,0,1,0,3,1,0,0,10,1,6,0,0,3,0,1,1,70657,100
1671,105740,105740,97041,78657,4597,353,10532,47,2855,8699,8087,1413,1341,1611,43,3233,98,50,7,196,1,0,36,15,42,1,523,172,44,8,92,25,6,65,25,44,9,1,9,2,0,14,2,1,0,0,4,74,12,4,33,2,8,1,0,4,0,6,0,3,1,0,0,11,2,6,0,0,3,0,4,4,105740,7077,98663,92403,76737,4274,248,10487,35,622,6260,5918,1327,1279,1568,37,1449,90,45,7,63,1,0,14,15,22,1,304,145,44,8,25,24,6,1,25,6,4,1,8,0,0,5,2,0,0,0,0,23,10,1,1,2,0,0,0,4,0,1,0,3,1,0,0,11,2,6,0,0,3,0,4,4,70657,67
1672,181851,181851,165933,141728,11063,829,3860,63,8390,15918,14843,2753,2226,1114,71,7694,151,71,10,512,26,3,137,10,52,13,933,339,78,8,211,33,16,173,14,27,0,10,4,4,1,11,0,0,1,0,3,130,8,12,73,2,17,0,2,10,0,1,0,5,0,0,0,11,8,2,0,0,1,0,1,1,181851,21119,160732,152194,136695,10152,306,3778,45,1218,8538,8059,2365,2037,1042,71,2142,125,63,10,159,16,2,1,8,18,0,433,238,56,8,46,19,16,21,14,4,0,10,0,0,1,0,0,0,0,0,0,36,0,3,9,0,17,0,1,0,0,1,0,5,0,0,0,9,8,1,0,0,0,0,1,1,118136,65
1673,573,573,507,476,10,2,7,0,12,66,59,11,11,1,0,31,2,0,0,1,0,0,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,50,523,483,459,10,1,7,0,6,40,35,7,11,1,0,13,2,0,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1674,1938,1938,1754,1564,86,9,28,1,66,184,173,25,38,6,2,92,0,1,0,7,0,0,2,0,0,0,11,8,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,201,1737,1637,1518,78,4,28,1,8,100,96,23,32,5,2,32,0,1,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1675,433,433,384,346,14,6,6,0,12,49,47,7,11,1,0,28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,41,392,369,346,12,0,6,0,5,23,23,5,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1676,277,277,260,231,17,2,6,0,4,17,12,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,20,257,246,222,17,1,6,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1677,4167,4167,3581,2311,617,28,85,3,537,586,542,149,73,10,1,244,10,2,1,31,3,0,14,1,3,0,43,23,0,0,11,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,1346,2821,2563,1935,500,12,85,1,30,258,232,117,69,4,1,30,8,2,1,0,0,0,0,0,0,0,26,20,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1678,952,952,894,810,20,1,30,0,33,58,48,7,6,0,0,31,2,0,0,1,0,0,0,0,1,0,9,0,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,69,883,858,803,20,0,30,0,5,25,23,6,6,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1679,2013,2013,1865,1698,60,8,43,0,56,148,147,23,26,3,2,88,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,163,1850,1762,1657,57,0,40,0,8,88,88,20,21,2,2,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1680,700,700,629,587,15,0,11,0,16,71,67,8,7,5,0,42,0,0,0,4,0,0,0,0,0,1,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,65,635,597,566,10,0,11,0,10,38,37,4,7,5,0,19,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1681,6385,6385,5917,4827,509,17,238,4,322,468,425,110,36,37,3,213,7,1,0,14,1,0,3,0,0,0,34,9,4,0,13,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6385,737,5648,5395,4643,458,5,236,4,49,253,234,86,35,37,3,61,7,1,0,4,0,0,0,0,0,0,18,9,3,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1682,860,860,801,729,25,0,34,0,13,59,55,9,3,16,0,25,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,860,48,812,775,719,20,0,34,0,2,37,36,9,3,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,118136,100
1683,3346,3346,3145,2895,80,14,60,1,95,201,193,26,28,16,1,117,0,0,0,5,0,0,0,0,0,0,6,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3346,246,3100,3002,2843,77,13,60,1,8,98,94,25,26,15,1,25,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1684,1722,1722,1536,1418,40,7,22,0,49,186,171,24,56,11,0,73,1,0,0,4,0,0,0,0,2,0,14,6,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,146,1576,1453,1371,34,4,19,0,25,123,119,24,53,11,0,28,1,0,0,1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1685,24069,24069,21218,15348,3144,268,636,3,1819,2851,2640,782,231,149,20,1214,52,19,0,123,3,1,39,2,2,3,192,77,13,0,44,2,7,31,4,9,0,0,1,1,0,3,0,0,0,0,0,17,3,1,7,0,2,0,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,24069,4107,19962,18402,14623,2956,34,630,3,156,1560,1453,692,210,137,20,263,42,19,0,63,3,0,0,2,2,0,102,66,9,0,8,1,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,118136,100
1686,2522,2522,2296,1960,117,14,66,1,138,226,212,55,39,9,0,102,0,1,0,6,0,0,0,0,0,0,12,4,0,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,324,2198,2059,1864,110,6,66,0,13,139,134,52,38,7,0,32,0,1,0,4,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1687,2545,2545,2367,2003,198,6,59,2,99,178,161,46,35,18,0,48,1,0,0,10,0,0,0,1,2,0,16,5,1,0,3,0,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2545,210,2335,2224,1954,180,6,58,2,24,111,98,36,30,17,0,13,1,0,0,0,0,0,0,1,0,0,12,4,1,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,118136,100
1688,365,365,346,318,3,2,5,0,18,19,17,4,0,0,0,12,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,38,327,320,311,3,1,5,0,0,7,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1689,3699,3699,3413,3010,185,10,53,1,154,286,265,28,31,15,0,157,1,1,0,19,0,1,8,0,3,1,16,3,2,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3699,465,3234,3116,2876,176,2,46,0,16,118,106,23,21,12,0,41,0,1,0,4,0,1,0,0,3,0,9,2,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,118136,100
1690,1650,1650,1513,1299,143,5,19,0,47,137,127,30,10,8,0,68,1,0,0,4,0,1,5,0,0,0,9,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,173,1477,1420,1265,131,2,19,0,3,57,52,23,8,8,0,7,1,0,0,4,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1691,1131,1131,1050,928,15,14,13,0,80,81,77,15,13,5,2,37,2,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,163,968,931,891,13,11,12,0,4,37,36,13,8,3,2,8,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1692,7324,7324,6754,5044,516,13,581,7,593,570,538,43,54,83,3,322,7,4,1,20,0,0,1,0,0,0,24,1,7,0,9,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,7,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7324,1053,6271,6027,4787,479,6,577,7,171,244,233,37,46,81,3,57,3,1,1,4,0,0,0,0,0,0,9,1,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1693,268,268,239,218,2,0,5,0,14,29,28,5,5,1,0,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,30,238,223,212,2,0,5,0,4,15,14,2,3,1,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1694,275,275,253,242,6,0,0,0,5,22,20,4,2,1,0,13,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,19,256,247,238,6,0,0,0,3,9,9,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1695,1296,1296,1087,692,150,17,8,1,219,209,205,19,12,0,0,148,0,0,0,24,0,0,1,0,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,520,776,743,597,128,0,8,1,9,33,32,12,11,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1696,3678,3678,3401,3020,211,3,59,0,108,277,262,74,34,20,3,118,3,0,0,5,0,0,1,0,4,0,13,3,0,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3678,255,3423,3230,2956,194,0,58,0,22,193,183,74,34,18,3,48,2,0,0,4,0,0,0,0,0,0,9,3,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1697,481,481,430,421,3,0,4,0,2,51,45,10,7,1,0,21,3,1,0,2,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,31,450,420,411,3,0,4,0,2,30,28,10,7,1,0,4,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1698,1285,1285,1175,1097,26,4,26,0,22,110,103,13,28,9,0,49,0,0,0,3,0,0,1,0,0,0,7,2,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,83,1202,1134,1075,25,0,25,0,9,68,64,11,27,7,0,16,0,0,0,3,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1699,918,918,859,805,19,0,13,0,22,59,57,15,12,5,0,24,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,59,859,816,783,17,0,12,0,4,43,42,15,9,4,0,14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1700,3899,3899,3548,3224,108,19,56,1,140,351,320,55,54,25,0,167,1,1,2,1,8,0,4,1,1,0,26,6,0,4,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,3899,451,3448,3262,3083,98,8,56,1,16,186,171,50,54,21,0,36,1,1,2,0,6,0,0,0,0,0,11,3,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,118136,100
1701,2442,2442,2217,2027,77,7,56,1,49,225,213,29,46,18,1,98,1,0,0,13,0,0,7,0,0,0,10,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2442,196,2246,2105,1965,77,4,53,1,5,141,135,29,44,13,1,38,1,0,0,9,0,0,0,0,0,0,6,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1702,1075,1075,1018,954,11,3,29,0,21,57,54,2,11,3,0,33,0,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1075,55,1020,987,940,11,3,26,0,7,33,32,2,11,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1703,1234,1234,1178,1116,7,5,28,0,22,56,47,7,7,1,0,32,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,66,1168,1147,1100,7,5,27,0,8,21,18,7,7,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1704,1516,1516,1403,1326,22,5,16,0,34,113,100,21,20,19,0,36,1,0,0,2,0,0,0,1,0,0,13,2,0,0,3,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,89,1427,1355,1308,18,0,16,0,13,72,71,20,18,18,0,13,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1705,1269,1269,1120,1040,34,6,12,0,28,149,142,30,35,1,2,71,0,0,0,3,0,0,0,0,0,0,7,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,158,1111,1022,971,28,5,12,0,6,89,86,26,34,1,2,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1706,2166,2166,2005,1822,85,6,11,0,81,161,149,18,17,9,0,85,3,0,0,14,0,0,3,0,0,0,12,4,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,230,1936,1862,1772,77,0,9,0,4,74,68,15,14,9,0,22,3,0,0,5,0,0,0,0,0,0,6,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1707,1709,1709,1703,989,262,0,83,0,369,6,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,374,1335,1334,989,262,0,83,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1708,1917,1917,1786,1689,22,2,45,0,28,131,121,20,17,24,2,53,2,1,0,1,0,0,0,0,1,0,8,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1917,82,1835,1740,1669,21,0,45,0,5,95,90,16,17,24,2,27,2,0,0,1,0,0,0,0,1,0,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,118136,100
1709,2521,2521,2295,2080,75,14,63,3,60,226,209,28,44,39,0,95,1,0,0,1,0,0,0,0,1,0,9,1,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,189,2332,2190,2037,74,7,61,0,11,142,135,28,37,39,0,29,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
1710,1038,1038,965,916,6,1,32,0,10,73,66,10,4,4,0,45,1,1,0,0,0,0,1,0,0,0,7,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,52,986,951,908,6,1,32,0,4,35,33,8,4,4,0,14,1,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118136,100
