Region,County,First Dose,Series Complete,Report as of
Mohawk Valley,Otsego,36143,33697,2021-10-13
Mid-Hudson,Putnam,71457,64015,2021-10-13
New York City,Queens,1830863,1654705,2021-10-13
Capital Region,Rensselaer,104325,96763,2021-10-13
New York City,Richmond,324595,291914,2021-10-13
Mid-Hudson,Rockland,199788,179943,2021-10-13
Capital Region,Saratoga,163914,153534,2021-10-13
Capital Region,Schenectady,117676,108844,2021-10-13
Mohawk Valley,Schoharie,17073,16111,2021-10-13
Southern Tier,Schuyler,10048,9328,2021-10-13
Finger Lakes,Seneca,17283,16107,2021-10-13
North Country,St. Lawrence,63298,59088,2021-10-13
Southern Tier,Steuben,47846,44578,2021-10-13
Long Island,Suffolk,1071510,964168,2021-10-13
Mid-Hudson,Sullivan,43729,39160,2021-10-13
Southern Tier,Tioga,22799,21458,2021-10-13
Southern Tier,Tompkins,75328,70396,2021-10-13
Mid-Hudson,Ulster,129268,117345,2021-10-13
Capital Region,Warren,46482,43877,2021-10-13
Capital Region,Washington,36776,34784,2021-10-13
Finger Lakes,Wayne,56536,52839,2021-10-13
Mid-Hudson,Westchester,741119,665344,2021-10-13
Finger Lakes,Wyoming,20461,19050,2021-10-13
Finger Lakes,Yates,12768,11793,2021-10-13
Capital Region,Albany,221356,203289,2021-10-14
Western New York,Allegany,19946,18519,2021-10-14
New York City,Bronx,963210,842724,2021-10-14
Southern Tier,Broome,120412,112665,2021-10-14
Western New York,Cattaraugus,37687,34631,2021-10-14
Central New York,Cayuga,44081,40823,2021-10-14
Western New York,Chautauqua,71041,64836,2021-10-14
Southern Tier,Chemung,42865,40088,2021-10-14
Southern Tier,Chenango,27553,25857,2021-10-14
North Country,Clinton,52963,49799,2021-10-14
Capital Region,Columbia,41034,37377,2021-10-14
Central New York,Cortland,26285,24618,2021-10-14
Southern Tier,Delaware,23760,21967,2021-10-14
Mid-Hudson,Dutchess,198471,177952,2021-10-14
Western New York,Erie,613282,565715,2021-10-14
North Country,Essex,24595,23038,2021-10-14
North Country,Franklin,27554,25667,2021-10-14
Mohawk Valley,Fulton,26393,24578,2021-10-14
Finger Lakes,Genesee,32853,30503,2021-10-14
Capital Region,Greene,28441,25681,2021-10-14
North Country,Hamilton,3352,3110,2021-10-14
Mohawk Valley,Herkimer,32968,30467,2021-10-14
North Country,Jefferson,64789,53508,2021-10-14
New York City,Kings,1683173,1501784,2021-10-14
North Country,Lewis,12747,12066,2021-10-14
Finger Lakes,Livingston,36044,34015,2021-10-14
Central New York,Madison,48419,45085,2021-10-14
Finger Lakes,Monroe,504440,470752,2021-10-14
Mohawk Valley,Montgomery,31021,28993,2021-10-14
Long Island,Nassau,1079857,973989,2021-10-14
New York City,New York,1351868,1192368,2021-10-14
Western New York,Niagara,130446,121415,2021-10-14
Mohawk Valley,Oneida,135192,124463,2021-10-14
Central New York,Onondaga,321241,296758,2021-10-14
Finger Lakes,Ontario,73618,69451,2021-10-14
Mid-Hudson,Orange,222823,201668,2021-10-14
Finger Lakes,Orleans,21337,19657,2021-10-14
Central New York,Oswego,69906,65145,2021-10-14
Mohawk Valley,Otsego,36169,33742,2021-10-14
Mid-Hudson,Putnam,71520,64092,2021-10-14
New York City,Queens,1832704,1657139,2021-10-14
Capital Region,Rensselaer,104382,96820,2021-10-14
New York City,Richmond,325107,292762,2021-10-14
Mid-Hudson,Rockland,199943,180136,2021-10-14
Capital Region,Saratoga,163989,153597,2021-10-14
Capital Region,Schenectady,117743,108915,2021-10-14
Mohawk Valley,Schoharie,17083,16126,2021-10-14
Southern Tier,Schuyler,10057,9337,2021-10-14
Finger Lakes,Seneca,17294,16127,2021-10-14
North Country,St. Lawrence,63390,59173,2021-10-14
Southern Tier,Steuben,47892,44655,2021-10-14
Long Island,Suffolk,1072496,965601,2021-10-14
Mid-Hudson,Sullivan,43756,39198,2021-10-14
Southern Tier,Tioga,22819,21492,2021-10-14
Southern Tier,Tompkins,75357,70425,2021-10-14
Mid-Hudson,Ulster,129334,117420,2021-10-14
Capital Region,Warren,46498,43891,2021-10-14
Capital Region,Washington,36800,34826,2021-10-14
Finger Lakes,Wayne,56561,52889,2021-10-14
Mid-Hudson,Westchester,741734,666173,2021-10-14
Finger Lakes,Wyoming,20493,19074,2021-10-14
Finger Lakes,Yates,12772,11802,2021-10-14
Capital Region,Albany,221528,203491,2021-10-15
Western New York,Allegany,19962,18554,2021-10-15
New York City,Bronx,965360,845928,2021-10-15
Southern Tier,Broome,120518,112822,2021-10-15
Western New York,Cattaraugus,37713,34674,2021-10-15
Central New York,Cayuga,44118,40884,2021-10-15
Western New York,Chautauqua,71110,64928,2021-10-15
Southern Tier,Chemung,42905,40134,2021-10-15
Southern Tier,Chenango,27581,25891,2021-10-15
North Country,Clinton,52995,49968,2021-10-15
Capital Region,Columbia,41071,37413,2021-10-15
Central New York,Cortland,26306,24653,2021-10-15
Southern Tier,Delaware,23788,22019,2021-10-15
Mid-Hudson,Dutchess,198635,178154,2021-10-15
Western New York,Erie,613823,566573,2021-10-15
North Country,Essex,24621,23082,2021-10-15
North Country,Franklin,27572,25692,2021-10-15
Mohawk Valley,Fulton,26426,24614,2021-10-15
Finger Lakes,Genesee,32880,30550,2021-10-15
Capital Region,Greene,28465,25757,2021-10-15
North Country,Hamilton,3355,3113,2021-10-15
Mohawk Valley,Herkimer,33000,30529,2021-10-15
North Country,Jefferson,64859,53598,2021-10-15
New York City,Kings,1686094,1506045,2021-10-15
North Country,Lewis,12773,12097,2021-10-15
Finger Lakes,Livingston,36078,34054,2021-10-15
Central New York,Madison,48460,45147,2021-10-15
Finger Lakes,Monroe,504883,471365,2021-10-15
Mohawk Valley,Montgomery,31050,29042,2021-10-15
Long Island,Nassau,1080947,975625,2021-10-15
New York City,New York,1353578,1194132,2021-10-15
Western New York,Niagara,130562,121598,2021-10-15
Mohawk Valley,Oneida,135366,124705,2021-10-15
Central New York,Onondaga,321596,297121,2021-10-15
Finger Lakes,Ontario,73656,69505,2021-10-15
Mid-Hudson,Orange,223153,202083,2021-10-15
Finger Lakes,Orleans,21368,19719,2021-10-15
Central New York,Oswego,69964,65251,2021-10-15
Mohawk Valley,Otsego,36195,33788,2021-10-15
Mid-Hudson,Putnam,71586,64161,2021-10-15
New York City,Queens,1835044,1660561,2021-10-15
Capital Region,Rensselaer,104498,96933,2021-10-15
New York City,Richmond,325434,293369,2021-10-15
Mid-Hudson,Rockland,200161,180398,2021-10-15
Capital Region,Saratoga,164105,153711,2021-10-15
Capital Region,Schenectady,117839,109050,2021-10-15
Mohawk Valley,Schoharie,17100,16144,2021-10-15
Southern Tier,Schuyler,10062,9346,2021-10-15
Finger Lakes,Seneca,17305,16142,2021-10-15
North Country,St. Lawrence,63468,59236,2021-10-15
Southern Tier,Steuben,47961,44772,2021-10-15
Long Island,Suffolk,1073791,967491,2021-10-15
Mid-Hudson,Sullivan,43818,39292,2021-10-15
Southern Tier,Tioga,22855,21519,2021-10-15
Southern Tier,Tompkins,75405,70477,2021-10-15
Mid-Hudson,Ulster,129478,117574,2021-10-15
Capital Region,Warren,46541,43938,2021-10-15
Capital Region,Washington,36836,34878,2021-10-15
Finger Lakes,Wayne,56616,52995,2021-10-15
Mid-Hudson,Westchester,742510,667155,2021-10-15
Finger Lakes,Wyoming,20521,19119,2021-10-15
Finger Lakes,Yates,12787,11816,2021-10-15
Capital Region,Albany,221647,203609,2021-10-16
Western New York,Allegany,19977,18575,2021-10-16
New York City,Bronx,966712,847876,2021-10-16
Southern Tier,Broome,120610,112915,2021-10-16
Western New York,Cattaraugus,37732,34702,2021-10-16
Central New York,Cayuga,44166,40948,2021-10-16
Western New York,Chautauqua,71172,65008,2021-10-16
Southern Tier,Chemung,42933,40171,2021-10-16
Southern Tier,Chenango,27607,25917,2021-10-16
North Country,Clinton,53011,50006,2021-10-16
Capital Region,Columbia,41099,37434,2021-10-16
Central New York,Cortland,26322,24675,2021-10-16
Southern Tier,Delaware,23803,22046,2021-10-16
Mid-Hudson,Dutchess,198781,178354,2021-10-16
Western New York,Erie,614256,567297,2021-10-16
North Country,Essex,24633,23088,2021-10-16
North Country,Franklin,27588,25708,2021-10-16
Mohawk Valley,Fulton,26441,24646,2021-10-16
Finger Lakes,Genesee,32901,30586,2021-10-16
Capital Region,Greene,28488,25782,2021-10-16
North Country,Hamilton,3355,3113,2021-10-16
Mohawk Valley,Herkimer,33018,30578,2021-10-16
North Country,Jefferson,64889,53654,2021-10-16
New York City,Kings,1688240,1509376,2021-10-16
North Country,Lewis,12779,12112,2021-10-16
Finger Lakes,Livingston,36102,34099,2021-10-16
Central New York,Madison,48485,45180,2021-10-16
Finger Lakes,Monroe,505170,471845,2021-10-16
Mohawk Valley,Montgomery,31067,29074,2021-10-16
Long Island,Nassau,1081728,976916,2021-10-16
New York City,New York,1354796,1195208,2021-10-16
Western New York,Niagara,130665,121813,2021-10-16
Mohawk Valley,Oneida,135494,124855,2021-10-16
Central New York,Onondaga,321763,297424,2021-10-16
Finger Lakes,Ontario,73694,69569,2021-10-16
Mid-Hudson,Orange,223387,202362,2021-10-16
Finger Lakes,Orleans,21374,19744,2021-10-16
Central New York,Oswego,69997,65285,2021-10-16
Mohawk Valley,Otsego,36216,33813,2021-10-16
Mid-Hudson,Putnam,71621,64210,2021-10-16
New York City,Queens,1836952,1663224,2021-10-16
Capital Region,Rensselaer,104567,97007,2021-10-16
New York City,Richmond,325774,294025,2021-10-16
Mid-Hudson,Rockland,200302,180596,2021-10-16
Capital Region,Saratoga,164206,153784,2021-10-16
Capital Region,Schenectady,117893,109122,2021-10-16
Mohawk Valley,Schoharie,17108,16158,2021-10-16
Southern Tier,Schuyler,10067,9353,2021-10-16
Finger Lakes,Seneca,17321,16162,2021-10-16
North Country,St. Lawrence,63513,59281,2021-10-16
Southern Tier,Steuben,47995,44812,2021-10-16
Long Island,Suffolk,1074772,968884,2021-10-16
Mid-Hudson,Sullivan,43854,39324,2021-10-16
Southern Tier,Tioga,22880,21533,2021-10-16
Southern Tier,Tompkins,75441,70519,2021-10-16
Mid-Hudson,Ulster,129569,117675,2021-10-16
Capital Region,Warren,46573,43960,2021-10-16
Capital Region,Washington,36855,34910,2021-10-16
Finger Lakes,Wayne,56649,53067,2021-10-16
Mid-Hudson,Westchester,742971,667813,2021-10-16
Finger Lakes,Wyoming,20532,19138,2021-10-16
Finger Lakes,Yates,12796,11826,2021-10-16
Capital Region,Albany,221693,203674,2021-10-17
Western New York,Allegany,19987,18579,2021-10-17
New York City,Bronx,967297,848682,2021-10-17
Southern Tier,Broome,120631,112974,2021-10-17
Western New York,Cattaraugus,37741,34723,2021-10-17
Central New York,Cayuga,44187,40971,2021-10-17
Western New York,Chautauqua,71202,65044,2021-10-17
Southern Tier,Chemung,42946,40193,2021-10-17
Southern Tier,Chenango,27615,25928,2021-10-17
North Country,Clinton,53021,50016,2021-10-17
Capital Region,Columbia,41112,37457,2021-10-17
Central New York,Cortland,26329,24685,2021-10-17
Southern Tier,Delaware,23809,22055,2021-10-17
Mid-Hudson,Dutchess,198841,178433,2021-10-17
Western New York,Erie,614494,567758,2021-10-17
North Country,Essex,24637,23098,2021-10-17
North Country,Franklin,27601,25731,2021-10-17
Mohawk Valley,Fulton,26447,24669,2021-10-17
Finger Lakes,Genesee,32913,30603,2021-10-17
Capital Region,Greene,28494,25794,2021-10-17
North Country,Hamilton,3355,3114,2021-10-17
Mohawk Valley,Herkimer,33025,30596,2021-10-17
North Country,Jefferson,64928,53707,2021-10-17
New York City,Kings,1689425,1511373,2021-10-17
North Country,Lewis,12782,12122,2021-10-17
Finger Lakes,Livingston,36116,34114,2021-10-17
Central New York,Madison,48508,45197,2021-10-17
Finger Lakes,Monroe,505325,472100,2021-10-17
Mohawk Valley,Montgomery,31080,29090,2021-10-17
Long Island,Nassau,1082124,977598,2021-10-17
New York City,New York,1355486,1195837,2021-10-17
Western New York,Niagara,130711,121915,2021-10-17
Mohawk Valley,Oneida,135546,124926,2021-10-17
Central New York,Onondaga,321855,297561,2021-10-17
Finger Lakes,Ontario,73714,69590,2021-10-17
Mid-Hudson,Orange,223502,202520,2021-10-17
Finger Lakes,Orleans,21383,19763,2021-10-17
Central New York,Oswego,70017,65310,2021-10-17
Mohawk Valley,Otsego,36220,33820,2021-10-17
Mid-Hudson,Putnam,71632,64236,2021-10-17
New York City,Queens,1837910,1664708,2021-10-17
Capital Region,Rensselaer,104594,97043,2021-10-17
New York City,Richmond,325924,294413,2021-10-17
Mid-Hudson,Rockland,200371,180684,2021-10-17
Capital Region,Saratoga,164244,153825,2021-10-17
Capital Region,Schenectady,117942,109177,2021-10-17
Mohawk Valley,Schoharie,17117,16180,2021-10-17
Southern Tier,Schuyler,10069,9356,2021-10-17
Finger Lakes,Seneca,17327,16170,2021-10-17
North Country,St. Lawrence,63535,59319,2021-10-17
Southern Tier,Steuben,48014,44826,2021-10-17
Long Island,Suffolk,1075178,969615,2021-10-17
Mid-Hudson,Sullivan,43871,39350,2021-10-17
Southern Tier,Tioga,22887,21541,2021-10-17
Southern Tier,Tompkins,75465,70534,2021-10-17
Mid-Hudson,Ulster,129614,117736,2021-10-17
Capital Region,Warren,46578,43970,2021-10-17
Capital Region,Washington,36869,34926,2021-10-17
Finger Lakes,Wayne,56667,53107,2021-10-17
Mid-Hudson,Westchester,743153,668126,2021-10-17
Finger Lakes,Wyoming,20538,19144,2021-10-17
Finger Lakes,Yates,12802,11834,2021-10-17
Capital Region,Albany,221840,203823,2021-10-18
Western New York,Allegany,20005,18608,2021-10-18
New York City,Bronx,968986,851324,2021-10-18
Southern Tier,Broome,120717,113080,2021-10-18
Western New York,Cattaraugus,37765,34768,2021-10-18
Central New York,Cayuga,44204,41005,2021-10-18
Western New York,Chautauqua,71247,65117,2021-10-18
Southern Tier,Chemung,42966,40217,2021-10-18
Southern Tier,Chenango,27634,25942,2021-10-18
North Country,Clinton,53051,50076,2021-10-18
Capital Region,Columbia,41153,37510,2021-10-18
Central New York,Cortland,26338,24700,2021-10-18
Southern Tier,Delaware,23812,22072,2021-10-18
Mid-Hudson,Dutchess,199005,178612,2021-10-18
Western New York,Erie,614840,568380,2021-10-18
North Country,Essex,24639,23106,2021-10-18
North Country,Franklin,27620,25756,2021-10-18
Mohawk Valley,Fulton,26471,24700,2021-10-18
Finger Lakes,Genesee,32926,30635,2021-10-18
Capital Region,Greene,28513,25846,2021-10-18
North Country,Hamilton,3358,3115,2021-10-18
Mohawk Valley,Herkimer,33050,30630,2021-10-18
North Country,Jefferson,65008,53772,2021-10-18
New York City,Kings,1691828,1514946,2021-10-18
North Country,Lewis,12794,12134,2021-10-18
Finger Lakes,Livingston,36131,34147,2021-10-18
Central New York,Madison,48530,45224,2021-10-18
Finger Lakes,Monroe,505542,472496,2021-10-18
Mohawk Valley,Montgomery,31093,29104,2021-10-18
Long Island,Nassau,1083166,978947,2021-10-18
New York City,New York,1356820,1197129,2021-10-18
Western New York,Niagara,130774,122018,2021-10-18
Mohawk Valley,Oneida,135650,125068,2021-10-18
Central New York,Onondaga,321984,297730,2021-10-18
Finger Lakes,Ontario,73736,69619,2021-10-18
Mid-Hudson,Orange,223662,202781,2021-10-18
Finger Lakes,Orleans,21392,19796,2021-10-18
Central New York,Oswego,70056,65361,2021-10-18
Mohawk Valley,Otsego,36227,33840,2021-10-18
Mid-Hudson,Putnam,71688,64295,2021-10-18
New York City,Queens,1839982,1667373,2021-10-18
Capital Region,Rensselaer,104669,97123,2021-10-18
New York City,Richmond,326246,295059,2021-10-18
Mid-Hudson,Rockland,200527,180859,2021-10-18
Capital Region,Saratoga,164339,153919,2021-10-18
Capital Region,Schenectady,118021,109263,2021-10-18
Mohawk Valley,Schoharie,17133,16197,2021-10-18
Southern Tier,Schuyler,10074,9364,2021-10-18
Finger Lakes,Seneca,17335,16185,2021-10-18
North Country,St. Lawrence,63605,59388,2021-10-18
Southern Tier,Steuben,48037,44885,2021-10-18
Long Island,Suffolk,1076149,970917,2021-10-18
Mid-Hudson,Sullivan,43896,39393,2021-10-18
Southern Tier,Tioga,22906,21554,2021-10-18
Southern Tier,Tompkins,75495,70555,2021-10-18
Mid-Hudson,Ulster,129681,117821,2021-10-18
Capital Region,Warren,46594,43992,2021-10-18
Capital Region,Washington,36888,34957,2021-10-18
Finger Lakes,Wayne,56690,53138,2021-10-18
Mid-Hudson,Westchester,743837,668936,2021-10-18
Finger Lakes,Wyoming,20544,19157,2021-10-18
Finger Lakes,Yates,12803,11845,2021-10-18
Capital Region,Albany,222027,204016,2021-10-19
Western New York,Allegany,20028,18631,2021-10-19
New York City,Bronx,970905,853987,2021-10-19
Southern Tier,Broome,120785,113174,2021-10-19
Western New York,Cattaraugus,37781,34792,2021-10-19
Central New York,Cayuga,44227,41037,2021-10-19
Western New York,Chautauqua,71314,65214,2021-10-19
Southern Tier,Chemung,42993,40248,2021-10-19
Southern Tier,Chenango,27649,25979,2021-10-19
North Country,Clinton,53076,50092,2021-10-19
Capital Region,Columbia,41183,37550,2021-10-19
Central New York,Cortland,26352,24718,2021-10-19
Southern Tier,Delaware,23829,22093,2021-10-19
Mid-Hudson,Dutchess,199187,178815,2021-10-19
Western New York,Erie,615248,568993,2021-10-19
North Country,Essex,24656,23111,2021-10-19
North Country,Franklin,27634,25774,2021-10-19
Mohawk Valley,Fulton,26481,24715,2021-10-19
Finger Lakes,Genesee,32956,30674,2021-10-19
Capital Region,Greene,28543,25899,2021-10-19
North Country,Hamilton,3358,3115,2021-10-19
Mohawk Valley,Herkimer,33074,30669,2021-10-19
North Country,Jefferson,65057,53843,2021-10-19
New York City,Kings,1694216,1518436,2021-10-19
North Country,Lewis,12800,12144,2021-10-19
Finger Lakes,Livingston,36164,34165,2021-10-19
Central New York,Madison,48574,45276,2021-10-19
Finger Lakes,Monroe,505884,473006,2021-10-19
Mohawk Valley,Montgomery,31116,29139,2021-10-19
Long Island,Nassau,1084169,980185,2021-10-19
New York City,New York,1358370,1198583,2021-10-19
Western New York,Niagara,130869,122190,2021-10-19
Mohawk Valley,Oneida,135795,125198,2021-10-19
Central New York,Onondaga,322154,297946,2021-10-19
Finger Lakes,Ontario,73773,69661,2021-10-19
Mid-Hudson,Orange,224010,203127,2021-10-19
Finger Lakes,Orleans,21413,19828,2021-10-19
Central New York,Oswego,70097,65400,2021-10-19
Mohawk Valley,Otsego,36247,33867,2021-10-19
Mid-Hudson,Putnam,71758,64365,2021-10-19
New York City,Queens,1841912,1670117,2021-10-19
Capital Region,Rensselaer,104756,97191,2021-10-19
New York City,Richmond,326598,295618,2021-10-19
Mid-Hudson,Rockland,200706,181092,2021-10-19
Capital Region,Saratoga,164441,154007,2021-10-19
Capital Region,Schenectady,118126,109341,2021-10-19
Mohawk Valley,Schoharie,17148,16213,2021-10-19
Southern Tier,Schuyler,10082,9371,2021-10-19
Finger Lakes,Seneca,17340,16194,2021-10-19
North Country,St. Lawrence,63664,59438,2021-10-19
Southern Tier,Steuben,48055,44928,2021-10-19
Long Island,Suffolk,1077219,972227,2021-10-19
Mid-Hudson,Sullivan,43937,39433,2021-10-19
Southern Tier,Tioga,22922,21572,2021-10-19
Southern Tier,Tompkins,75521,70581,2021-10-19
Mid-Hudson,Ulster,129762,117921,2021-10-19
Capital Region,Warren,46638,44032,2021-10-19
Capital Region,Washington,36917,34984,2021-10-19
Finger Lakes,Wayne,56719,53185,2021-10-19
Mid-Hudson,Westchester,744592,669660,2021-10-19
Finger Lakes,Wyoming,20568,19179,2021-10-19
Finger Lakes,Yates,12812,11853,2021-10-19
Capital Region,Albany,222168,204160,2021-10-20
Western New York,Allegany,20046,18647,2021-10-20
New York City,Bronx,972860,856600,2021-10-20
Southern Tier,Broome,120873,113289,2021-10-20
Western New York,Cattaraugus,37809,34842,2021-10-20
Central New York,Cayuga,44246,41059,2021-10-20
Western New York,Chautauqua,71365,65295,2021-10-20
Southern Tier,Chemung,43049,40296,2021-10-20
Southern Tier,Chenango,27667,26004,2021-10-20
North Country,Clinton,53088,50113,2021-10-20
Capital Region,Columbia,41222,37589,2021-10-20
Central New York,Cortland,26368,24740,2021-10-20
Southern Tier,Delaware,23846,22106,2021-10-20
Mid-Hudson,Dutchess,199381,179022,2021-10-20
Western New York,Erie,615755,569799,2021-10-20
